Heating energy,Power,Natural gas,Oil fuel,Wood fuel
Power,0,70,100,120
Natural gas,55,0,80,100
Oil fuel,42.30769231,32.5443787,0,100
Wood fuel,42.30769231,32.5443787,80,0
