Heating energy,Power,Natural gas,Oil fuel,Wood fuel
Power,0,49.31001933,70.44288475,84.53146171
Natural gas,38.74358661,0,56.3543078,70.44288475
Oil fuel,29.80275893,22.92519918,0,70.44288475
Wood fuel,29.80275893,22.92519918,56.3543078,0
