OCC,DATECONST,NATLOC,DECILE,DECILE_PB,ENERGIE,ETIQUETTE,NB_LOG
LP,Après 1948,MA,D1,D6,Electricité,D,935.5881386
LP,Après 1948,AP,D2,D6,Electricité,D,2918.331184
LP,Après 1948,MA,D2,D6,Electricité,D,1408.489392
LP,Après 1948,AP,D3,D6,Electricité,D,2525.16901
LP,Après 1948,MA,D3,D6,Electricité,D,1135.784888
LP,Après 1948,AP,D4,D6,Electricité,D,2332.83208
LP,Après 1948,MA,D4,D6,Electricité,D,1500.335656
LP,Après 1948,AP,D5,D6,Electricité,D,2323.580334
LP,Après 1948,MA,D5,D6,Electricité,D,1515.018073
LP,Après 1948,AP,D6,D6,Electricité,D,2625.379782
LP,Après 1948,MA,D6,D6,Electricité,D,1269.343952
LP,Après 1948,AP,D7,D6,Electricité,D,2593.730832
LP,Après 1948,MA,D7,D6,Electricité,D,1515.073431
LP,Après 1948,AP,D8,D6,Electricité,D,1608.094356
LP,Après 1948,MA,D8,D6,Electricité,D,1389.947148
LP,Après 1948,AP,D9,D6,Electricité,D,1522.476799
LP,Après 1948,MA,D9,D6,Electricité,D,970.5712179
LP,Après 1948,AP,D10,D6,Electricité,D,1051.755864
LP,Après 1948,MA,D10,D6,Electricité,D,434.4214476
LP,Après 1948,AP,D1,D7,Electricité,D,3857.138862
LP,Après 1948,MA,D1,D7,Electricité,D,961.5033721
LP,Après 1948,AP,D2,D7,Electricité,D,3358.547783
LP,Après 1948,MA,D2,D7,Electricité,D,1816.035211
LP,Après 1948,AP,D3,D7,Electricité,D,3273.57807
LP,Après 1948,MA,D3,D7,Electricité,D,2017.399423
LP,Après 1948,AP,D4,D7,Electricité,D,3636.407944
LP,Après 1948,MA,D4,D7,Electricité,D,1877.416747
LP,Après 1948,AP,D5,D7,Electricité,D,3564.153928
LP,Après 1948,MA,D5,D7,Electricité,D,1852.38065
LP,Après 1948,AP,D6,D7,Electricité,D,3503.440683
LP,Après 1948,MA,D6,D7,Electricité,D,1960.460338
LP,Après 1948,AP,D7,D7,Electricité,D,3604.308171
LP,Après 1948,MA,D7,D7,Electricité,D,1739.358977
LP,Après 1948,AP,D8,D7,Electricité,D,2671.661451
LP,Après 1948,MA,D8,D7,Electricité,D,1712.006163
LP,Après 1948,AP,D9,D7,Electricité,D,2109.756402
LP,Après 1948,MA,D9,D7,Electricité,D,1333.984472
LP,Après 1948,AP,D10,D7,Electricité,D,1440.953345
LP,Après 1948,MA,D10,D7,Electricité,D,682.1468424
LP,Après 1948,AP,D1,D8,Electricité,D,4818.057575
LP,Après 1948,MA,D1,D8,Electricité,D,1439.70685
LP,Après 1948,AP,D2,D8,Electricité,D,5159.368004
LP,Après 1948,MA,D2,D8,Electricité,D,2305.179963
LP,Après 1948,AP,D3,D8,Electricité,D,4382.342199
LP,Après 1948,MA,D3,D8,Electricité,D,2390.187998
LP,Après 1948,AP,D4,D8,Electricité,D,5087.797099
LP,Après 1948,MA,D4,D8,Electricité,D,2303.307626
LP,Après 1948,AP,D5,D8,Electricité,D,4942.951798
LP,Après 1948,MA,D5,D8,Electricité,D,2326.278139
LP,Après 1948,AP,D6,D8,Electricité,D,4817.839094
LP,Après 1948,MA,D6,D8,Electricité,D,2372.759794
LP,Après 1948,AP,D7,D8,Electricité,D,5019.408098
LP,Après 1948,MA,D7,D8,Electricité,D,2406.718353
LP,Après 1948,AP,D8,D8,Electricité,D,4359.666309
LP,Après 1948,MA,D8,D8,Electricité,D,2236.273882
LP,Après 1948,AP,D9,D8,Electricité,D,3250.587055
LP,Après 1948,MA,D9,D8,Electricité,D,1803.611542
LP,Après 1948,AP,D10,D8,Electricité,D,2277.465064
LP,Après 1948,MA,D10,D8,Electricité,D,1211.991002
LP,Après 1948,AP,D1,D9,Electricité,D,7972.340002
LP,Après 1948,MA,D1,D9,Electricité,D,1584.058774
LP,Après 1948,AP,D2,D9,Electricité,D,7840.727672
LP,Après 1948,MA,D2,D9,Electricité,D,2891.442774
LP,Après 1948,AP,D3,D9,Electricité,D,7876.02748
LP,Après 1948,MA,D3,D9,Electricité,D,3010.005067
LP,Après 1948,AP,D4,D9,Electricité,D,7812.237614
LP,Après 1948,MA,D4,D9,Electricité,D,3233.486117
LP,Après 1948,AP,D5,D9,Electricité,D,8320.764123
LP,Après 1948,MA,D5,D9,Electricité,D,3333.543464
LP,Après 1948,AP,D6,D9,Electricité,D,7883.138748
LP,Après 1948,MA,D6,D9,Electricité,D,3514.309784
LP,Après 1948,AP,D7,D9,Electricité,D,8634.739223
LP,Après 1948,MA,D7,D9,Electricité,D,3413.605939
LP,Après 1948,AP,D8,D9,Electricité,D,7523.747496
LP,Après 1948,MA,D8,D9,Electricité,D,3230.895696
LP,Après 1948,AP,D9,D9,Electricité,D,6109.533273
LP,Après 1948,MA,D9,D9,Electricité,D,2841.156181
LP,Après 1948,AP,D10,D9,Electricité,D,4315.254744
LP,Après 1948,MA,D10,D9,Electricité,D,2192.571426
LP,Après 1948,AP,D1,NC,Electricité,D,68421.45738
LP,Après 1948,MA,D1,NC,Electricité,D,10944.26201
LP,Après 1948,AP,D2,NC,Electricité,D,46347.48699
LP,Après 1948,MA,D2,NC,Electricité,D,13028.40267
LP,Après 1948,AP,D3,NC,Electricité,D,36280.9935
LP,Après 1948,MA,D3,NC,Electricité,D,11713.75272
LP,Après 1948,AP,D4,NC,Electricité,D,34429.92292
LP,Après 1948,MA,D4,NC,Electricité,D,11089.18772
LP,Après 1948,AP,D5,NC,Electricité,D,33308.35364
LP,Après 1948,MA,D5,NC,Electricité,D,11617.11886
LP,Après 1948,AP,D6,NC,Electricité,D,31176.38407
LP,Après 1948,MA,D6,NC,Electricité,D,10790.43659
LP,Après 1948,AP,D7,NC,Electricité,D,29233.65477
LP,Après 1948,MA,D7,NC,Electricité,D,11088.00737
LP,Après 1948,AP,D8,NC,Electricité,D,27417.07375
LP,Après 1948,MA,D8,NC,Electricité,D,9412.608459
LP,Après 1948,AP,D9,NC,Electricité,D,25153.58171
LP,Après 1948,MA,D9,NC,Electricité,D,9105.030917
LP,Après 1948,AP,D10,NC,Electricité,D,22468.24613
LP,Après 1948,MA,D10,NC,Electricité,D,7334.521724
LP,Après 1948,AP,D1,D1,Gaz,D,1429.687037
LP,Après 1948,MA,D1,D1,Gaz,D,496.1564679
LP,Après 1948,AP,D2,D1,Gaz,D,1475.826585
LP,Après 1948,MA,D2,D1,Gaz,D,523.6011205
LP,Après 1948,AP,D3,D1,Gaz,D,986.5023286
LP,Après 1948,MA,D3,D1,Gaz,D,338.2693069
LP,Après 1948,AP,D4,D1,Gaz,D,1083.490387
LP,Après 1948,MA,D4,D1,Gaz,D,382.3632814
LP,Après 1948,AP,D5,D1,Gaz,D,871.7918825
LP,Après 1948,MA,D5,D1,Gaz,D,304.7913017
LP,Après 1948,AP,D6,D1,Gaz,D,930.499298
LP,Après 1948,MA,D6,D1,Gaz,D,229.0944902
LP,Après 1948,AP,D7,D1,Gaz,D,648.6179802
LP,Après 1948,MA,D7,D1,Gaz,D,286.066797
LP,Après 1948,AP,D8,D1,Gaz,D,836.4508436
LP,Après 1948,MA,D8,D1,Gaz,D,174.5484284
LP,Après 1948,AP,D9,D1,Gaz,D,637.1147556
LP,Après 1948,MA,D9,D1,Gaz,D,189.7210285
LP,Après 1948,AP,D10,D1,Gaz,D,684.4087376
LP,Après 1948,MA,D10,D1,Gaz,D,210.0706471
LP,Après 1948,AP,D1,D10,Gaz,D,8381.464699
LP,Après 1948,MA,D1,D10,Gaz,D,1248.913639
LP,Après 1948,AP,D2,D10,Gaz,D,8086.013324
LP,Après 1948,MA,D2,D10,Gaz,D,1840.627184
LP,Après 1948,AP,D3,D10,Gaz,D,7288.966029
LP,Après 1948,MA,D3,D10,Gaz,D,1755.677356
LP,Après 1948,AP,D4,D10,Gaz,D,7978.426194
LP,Après 1948,MA,D4,D10,Gaz,D,1813.320296
LP,Après 1948,AP,D5,D10,Gaz,D,8002.513227
LP,Après 1948,MA,D5,D10,Gaz,D,1619.423218
LP,Après 1948,AP,D6,D10,Gaz,D,8190.921362
LP,Après 1948,MA,D6,D10,Gaz,D,1834.941519
LP,Après 1948,AP,D7,D10,Gaz,D,8952.677283
LP,Après 1948,MA,D7,D10,Gaz,D,2067.415853
LP,Après 1948,AP,D8,D10,Gaz,D,9523.912494
LP,Après 1948,MA,D8,D10,Gaz,D,1863.72692
LP,Après 1948,AP,D9,D10,Gaz,D,9746.234877
LP,Après 1948,MA,D9,D10,Gaz,D,1868.371398
LP,Après 1948,AP,D10,D10,Gaz,D,9939.476182
LP,Après 1948,MA,D10,D10,Gaz,D,2377.619249
LP,Après 1948,AP,D1,D2,Gaz,D,1314.271252
LP,Après 1948,MA,D1,D2,Gaz,D,327.8919251
LP,Après 1948,AP,D2,D2,Gaz,D,1129.572376
LP,Après 1948,MA,D2,D2,Gaz,D,483.6635765
LP,Après 1948,AP,D3,D2,Gaz,D,787.9806352
LP,Après 1948,MA,D3,D2,Gaz,D,484.5528858
LP,Après 1948,AP,D4,D2,Gaz,D,877.3412788
LP,Après 1948,MA,D4,D2,Gaz,D,397.0991036
LP,Après 1948,AP,D5,D2,Gaz,D,746.219805
LP,Après 1948,MA,D5,D2,Gaz,D,273.6307091
LP,Après 1948,AP,D6,D2,Gaz,D,531.7201208
LP,Après 1948,MA,D6,D2,Gaz,D,240.8849309
LP,Après 1948,AP,D7,D2,Gaz,D,447.1839589
LP,Après 1948,MA,D7,D2,Gaz,D,244.3725168
LP,Après 1948,AP,D8,D2,Gaz,D,431.7942115
LP,Après 1948,MA,D8,D2,Gaz,D,191.6918229
LP,Après 1948,AP,D9,D2,Gaz,D,405.0464637
LP,Après 1948,MA,D9,D2,Gaz,D,217.3939526
LP,Après 1948,AP,D10,D2,Gaz,D,321.7846946
LP,Après 1948,MA,D10,D2,Gaz,D,123.9660222
LP,Après 1948,AP,D1,D3,Gaz,D,1407.628653
LP,Après 1948,MA,D1,D3,Gaz,D,404.4344794
LP,Après 1948,AP,D2,D3,Gaz,D,1265.605414
LP,Après 1948,MA,D2,D3,Gaz,D,404.4222332
LP,Après 1948,AP,D3,D3,Gaz,D,928.3706796
LP,Après 1948,MA,D3,D3,Gaz,D,517.4798914
LP,Après 1948,AP,D4,D3,Gaz,D,938.50533
LP,Après 1948,MA,D4,D3,Gaz,D,503.0828521
LP,Après 1948,AP,D5,D3,Gaz,D,695.3843993
LP,Après 1948,MA,D5,D3,Gaz,D,426.2229335
LP,Après 1948,AP,D6,D3,Gaz,D,603.5470136
LP,Après 1948,MA,D6,D3,Gaz,D,412.6818515
LP,Après 1948,AP,D7,D3,Gaz,D,686.6353415
LP,Après 1948,MA,D7,D3,Gaz,D,303.2021657
LP,Après 1948,AP,D8,D3,Gaz,D,507.2480068
LP,Après 1948,MA,D8,D3,Gaz,D,314.5736461
LP,Après 1948,AP,D9,D3,Gaz,D,607.0421861
LP,Après 1948,MA,D9,D3,Gaz,D,284.8545077
LP,Après 1948,AP,D10,D3,Gaz,D,234.3028075
LP,Après 1948,MA,D10,D3,Gaz,D,147.5997536
LP,Après 1948,AP,D1,D4,Gaz,D,1412.379384
LP,Après 1948,MA,D1,D4,Gaz,D,362.5472135
LP,Après 1948,AP,D2,D4,Gaz,D,867.5296126
LP,Après 1948,MA,D2,D4,Gaz,D,523.3447468
LP,Après 1948,AP,D3,D4,Gaz,D,1073.181127
LP,Après 1948,MA,D3,D4,Gaz,D,430.9040077
LP,Après 1948,AP,D4,D4,Gaz,D,1041.962423
LP,Après 1948,MA,D4,D4,Gaz,D,478.3280597
LP,Après 1948,AP,D5,D4,Gaz,D,1049.399508
LP,Après 1948,MA,D5,D4,Gaz,D,482.7444156
LP,Après 1948,AP,D6,D4,Gaz,D,902.8733535
LP,Après 1948,MA,D6,D4,Gaz,D,528.3089586
LP,Après 1948,AP,D7,D4,Gaz,D,840.7860562
LP,Après 1948,MA,D7,D4,Gaz,D,417.0937042
LP,Après 1948,AP,D8,D4,Gaz,D,701.9228894
LP,Après 1948,MA,D8,D4,Gaz,D,303.4330593
LP,Après 1948,AP,D9,D4,Gaz,D,427.3760412
LP,Après 1948,MA,D9,D4,Gaz,D,201.7240155
LP,Après 1948,AP,D10,D4,Gaz,D,368.2345148
LP,Après 1948,MA,D10,D4,Gaz,D,142.8349996
LP,Après 1948,AP,D1,D5,Gaz,D,1675.437285
LP,Après 1948,MA,D1,D5,Gaz,D,447.1323858
LP,Après 1948,AP,D2,D5,Gaz,D,1625.878431
LP,Après 1948,MA,D2,D5,Gaz,D,561.3786668
LP,Après 1948,AP,D3,D5,Gaz,D,1280.305529
LP,Après 1948,MA,D3,D5,Gaz,D,554.386836
LP,Après 1948,AP,D4,D5,Gaz,D,1296.913398
LP,Après 1948,MA,D4,D5,Gaz,D,456.7021497
LP,Après 1948,AP,D5,D5,Gaz,D,1525.570184
LP,Après 1948,MA,D5,D5,Gaz,D,658.3690604
LP,Après 1948,AP,D6,D5,Gaz,D,1368.612603
LP,Après 1948,MA,D6,D5,Gaz,D,571.6536825
LP,Après 1948,AP,D7,D5,Gaz,D,1209.098054
LP,Après 1948,MA,D7,D5,Gaz,D,565.534882
LP,Après 1948,AP,D8,D5,Gaz,D,725.8812342
LP,Après 1948,MA,D8,D5,Gaz,D,476.8699162
LP,Après 1948,AP,D9,D5,Gaz,D,602.1844418
LP,Après 1948,MA,D9,D5,Gaz,D,304.7594775
LP,Après 1948,AP,D10,D5,Gaz,D,609.1025946
LP,Après 1948,MA,D10,D5,Gaz,D,173.9959858
LP,Après 1948,AP,D1,D6,Gaz,D,1807.07054
LP,Après 1948,MA,D1,D6,Gaz,D,525.4285918
LP,Après 1948,AP,D2,D6,Gaz,D,1732.01379
LP,Après 1948,MA,D2,D6,Gaz,D,635.67824
LP,Après 1948,AP,D3,D6,Gaz,D,1503.747253
LP,Après 1948,MA,D3,D6,Gaz,D,559.5767568
LP,Après 1948,AP,D4,D6,Gaz,D,1528.257806
LP,Après 1948,MA,D4,D6,Gaz,D,731.5543262
LP,Après 1948,AP,D5,D6,Gaz,D,1400.240546
LP,Après 1948,MA,D5,D6,Gaz,D,624.0786528
LP,Après 1948,AP,D6,D6,Gaz,D,1633.120551
LP,Après 1948,MA,D6,D6,Gaz,D,736.5198549
LP,Après 1948,AP,D7,D6,Gaz,D,1548.866891
LP,Après 1948,MA,D7,D6,Gaz,D,710.8267796
LP,Après 1948,AP,D8,D6,Gaz,D,1149.243566
LP,Après 1948,MA,D8,D6,Gaz,D,531.175504
LP,Après 1948,AP,D9,D6,Gaz,D,1056.923299
LP,Après 1948,MA,D9,D6,Gaz,D,492.1386677
LP,Après 1948,AP,D10,D6,Gaz,D,692.9599793
LP,Après 1948,MA,D10,D6,Gaz,D,207.6752097
LP,Après 1948,AP,D1,D7,Gaz,D,2319.69996
LP,Après 1948,MA,D1,D7,Gaz,D,490.262391
LP,Après 1948,AP,D2,D7,Gaz,D,2076.034196
LP,Après 1948,MA,D2,D7,Gaz,D,753.618454
LP,Après 1948,AP,D3,D7,Gaz,D,2108.087009
LP,Après 1948,MA,D3,D7,Gaz,D,801.7650847
LP,Après 1948,AP,D4,D7,Gaz,D,1956.52705
LP,Après 1948,MA,D4,D7,Gaz,D,740.8514093
LP,Après 1948,AP,D5,D7,Gaz,D,2092.999597
LP,Après 1948,MA,D5,D7,Gaz,D,672.4633406
LP,Après 1948,AP,D6,D7,Gaz,D,1779.118979
LP,Après 1948,MA,D6,D7,Gaz,D,751.7333512
LP,Après 1948,AP,D7,D7,Gaz,D,2162.269198
LP,Après 1948,MA,D7,D7,Gaz,D,890.333797
LP,Après 1948,AP,D8,D7,Gaz,D,1768.442175
LP,Après 1948,MA,D8,D7,Gaz,D,871.866439
LP,Après 1948,AP,D9,D7,Gaz,D,1429.485182
LP,Après 1948,MA,D9,D7,Gaz,D,611.2421881
LP,Après 1948,AP,D10,D7,Gaz,D,1072.807382
LP,Après 1948,MA,D10,D7,Gaz,D,320.3787968
LP,Après 1948,AP,D1,D8,Gaz,D,3127.787671
LP,Après 1948,MA,D1,D8,Gaz,D,640.8473815
LP,Après 1948,AP,D2,D8,Gaz,D,3046.850906
LP,Après 1948,MA,D2,D8,Gaz,D,920.3329777
LP,Après 1948,AP,D3,D8,Gaz,D,2426.521297
LP,Après 1948,MA,D3,D8,Gaz,D,968.9405372
LP,Après 1948,AP,D4,D8,Gaz,D,2719.193137
LP,Après 1948,MA,D4,D8,Gaz,D,867.8929314
LP,Après 1948,AP,D5,D8,Gaz,D,2884.844442
LP,Après 1948,MA,D5,D8,Gaz,D,928.5334851
LP,Après 1948,AP,D6,D8,Gaz,D,2860.847616
LP,Après 1948,MA,D6,D8,Gaz,D,973.9094236
LP,Après 1948,AP,D7,D8,Gaz,D,2601.601784
LP,Après 1948,MA,D7,D8,Gaz,D,813.5573361
LP,Après 1948,AP,D8,D8,Gaz,D,2681.551059
LP,Après 1948,MA,D8,D8,Gaz,D,977.0462959
LP,Après 1948,AP,D9,D8,Gaz,D,2149.24793
LP,Après 1948,MA,D9,D8,Gaz,D,817.5921594
LP,Après 1948,AP,D10,D8,Gaz,D,1587.826466
LP,Après 1948,MA,D10,D8,Gaz,D,486.4766615
LP,Après 1948,AP,D1,D9,Gaz,D,4389.418007
LP,Après 1948,MA,D1,D9,Gaz,D,705.0250606
LP,Après 1948,AP,D2,D9,Gaz,D,4605.505483
LP,Après 1948,MA,D2,D9,Gaz,D,1404.885563
LP,Après 1948,AP,D3,D9,Gaz,D,4191.705962
LP,Après 1948,MA,D3,D9,Gaz,D,1149.389735
LP,Après 1948,AP,D4,D9,Gaz,D,4187.119801
LP,Après 1948,MA,D4,D9,Gaz,D,1258.953056
LP,Après 1948,AP,D5,D9,Gaz,D,4526.020285
LP,Après 1948,MA,D5,D9,Gaz,D,1155.288465
LP,Après 1948,AP,D6,D9,Gaz,D,4492.637648
LP,Après 1948,MA,D6,D9,Gaz,D,1248.248312
LP,Après 1948,AP,D7,D9,Gaz,D,4445.440341
LP,Après 1948,MA,D7,D9,Gaz,D,1209.632857
LP,Après 1948,AP,D8,D9,Gaz,D,3955.382665
LP,Après 1948,MA,D8,D9,Gaz,D,1228.357902
LP,Après 1948,AP,D9,D9,Gaz,D,3825.843444
LP,Après 1948,MA,D9,D9,Gaz,D,1283.564273
LP,Après 1948,AP,D10,D9,Gaz,D,2748.278674
LP,Après 1948,MA,D10,D9,Gaz,D,979.4744699
LP,Après 1948,AP,D1,NC,Gaz,D,46956.11911
LP,Après 1948,MA,D1,NC,Gaz,D,5443.590516
LP,Après 1948,AP,D2,NC,Gaz,D,36115.19462
LP,Après 1948,MA,D2,NC,Gaz,D,6353.092722
LP,Après 1948,AP,D3,NC,Gaz,D,27588.98936
LP,Après 1948,MA,D3,NC,Gaz,D,5412.012472
LP,Après 1948,AP,D4,NC,Gaz,D,26249.27304
LP,Après 1948,MA,D4,NC,Gaz,D,5524.085071
LP,Après 1948,AP,D5,NC,Gaz,D,24518.94007
LP,Après 1948,MA,D5,NC,Gaz,D,4941.777189
LP,Après 1948,AP,D6,NC,Gaz,D,22370.79219
LP,Après 1948,MA,D6,NC,Gaz,D,4777.444156
LP,Après 1948,AP,D7,NC,Gaz,D,20943.11098
LP,Après 1948,MA,D7,NC,Gaz,D,4857.752773
LP,Après 1948,AP,D8,NC,Gaz,D,19175.42069
LP,Après 1948,MA,D8,NC,Gaz,D,4289.934205
LP,Après 1948,AP,D9,NC,Gaz,D,17822.18696
LP,Après 1948,MA,D9,NC,Gaz,D,4224.777656
LP,Après 1948,AP,D10,NC,Gaz,D,16765.08775
LP,Après 1948,MA,D10,NC,Gaz,D,3823.157604
LP,Après 1948,AP,D1,D1,Autres,E,239.6484941
LP,Après 1948,MA,D1,D1,Autres,E,263.7810658
LP,Après 1948,AP,D2,D1,Autres,E,286.516931
LP,Après 1948,MA,D2,D1,Autres,E,358.7856603
LP,Après 1948,AP,D3,D1,Autres,E,195.7101348
LP,Après 1948,MA,D3,D1,Autres,E,204.9850605
LP,Après 1948,AP,D4,D1,Autres,E,192.6741781
LP,Après 1948,MA,D4,D1,Autres,E,196.7470141
LP,Après 1948,AP,D5,D1,Autres,E,155.6411761
LP,Après 1948,MA,D5,D1,Autres,E,182.4311198
LP,Après 1948,AP,D6,D1,Autres,E,171.3774432
LP,Après 1948,MA,D6,D1,Autres,E,130.2177558
LP,Après 1948,AP,D7,D1,Autres,E,137.625295
LP,Après 1948,MA,D7,D1,Autres,E,156.2529455
LP,Après 1948,AP,D8,D1,Autres,E,176.4151167
LP,Après 1948,MA,D8,D1,Autres,E,102.2142865
LP,Après 1948,AP,D9,D1,Autres,E,119.9179536
LP,Après 1948,MA,D9,D1,Autres,E,116.5646081
LP,Après 1948,AP,D10,D1,Autres,E,152.2979823
LP,Après 1948,MA,D10,D1,Autres,E,103.5316717
LP,Après 1948,AP,D1,D10,Autres,E,1524.346103
LP,Après 1948,MA,D1,D10,Autres,E,693.8387858
LP,Après 1948,AP,D2,D10,Autres,E,1455.952384
LP,Après 1948,MA,D2,D10,Autres,E,951.1081422
LP,Après 1948,AP,D3,D10,Autres,E,1231.088622
LP,Après 1948,MA,D3,D10,Autres,E,981.055507
LP,Après 1948,AP,D4,D10,Autres,E,1413.507934
LP,Après 1948,MA,D4,D10,Autres,E,1037.706001
LP,Après 1948,AP,D5,D10,Autres,E,1404.162499
LP,Après 1948,MA,D5,D10,Autres,E,909.4312302
LP,Après 1948,AP,D6,D10,Autres,E,1434.749501
LP,Après 1948,MA,D6,D10,Autres,E,936.5371389
LP,Après 1948,AP,D7,D10,Autres,E,1597.600508
LP,Après 1948,MA,D7,D10,Autres,E,1004.42195
LP,Après 1948,AP,D8,D10,Autres,E,1794.838161
LP,Après 1948,MA,D8,D10,Autres,E,952.8702769
LP,Après 1948,AP,D9,D10,Autres,E,1940.941599
LP,Après 1948,MA,D9,D10,Autres,E,819.0979883
LP,Après 1948,AP,D10,D10,Autres,E,2181.349267
LP,Après 1948,MA,D10,D10,Autres,E,974.5238947
LP,Après 1948,AP,D1,D2,Autres,E,221.4047299
LP,Après 1948,MA,D1,D2,Autres,E,242.3673944
LP,Après 1948,AP,D2,D2,Autres,E,215.8666685
LP,Après 1948,MA,D2,D2,Autres,E,283.5181192
LP,Après 1948,AP,D3,D2,Autres,E,120.2769684
LP,Après 1948,MA,D3,D2,Autres,E,305.1895986
LP,Après 1948,AP,D4,D2,Autres,E,140.4210665
LP,Après 1948,MA,D4,D2,Autres,E,270.5393916
LP,Après 1948,AP,D5,D2,Autres,E,131.6021732
LP,Après 1948,MA,D5,D2,Autres,E,165.3102547
LP,Après 1948,AP,D6,D2,Autres,E,108.3943973
LP,Après 1948,MA,D6,D2,Autres,E,166.011141
LP,Après 1948,AP,D7,D2,Autres,E,89.34070597
LP,Après 1948,MA,D7,D2,Autres,E,156.042284
LP,Après 1948,AP,D8,D2,Autres,E,77.30090458
LP,Après 1948,MA,D8,D2,Autres,E,122.7417464
LP,Après 1948,AP,D9,D2,Autres,E,71.37943776
LP,Après 1948,MA,D9,D2,Autres,E,110.5561169
LP,Après 1948,AP,D10,D2,Autres,E,89.55288233
LP,Après 1948,MA,D10,D2,Autres,E,52.70164757
LP,Après 1948,AP,D1,D3,Autres,E,230.4079645
LP,Après 1948,MA,D1,D3,Autres,E,268.1121993
LP,Après 1948,AP,D2,D3,Autres,E,228.0101597
LP,Après 1948,MA,D2,D3,Autres,E,269.2264423
LP,Après 1948,AP,D3,D3,Autres,E,170.1161177
LP,Après 1948,MA,D3,D3,Autres,E,351.6380235
LP,Après 1948,AP,D4,D3,Autres,E,152.3660661
LP,Après 1948,MA,D4,D3,Autres,E,330.3158956
LP,Après 1948,AP,D5,D3,Autres,E,105.9934997
LP,Après 1948,MA,D5,D3,Autres,E,291.782421
LP,Après 1948,AP,D6,D3,Autres,E,101.706259
LP,Après 1948,MA,D6,D3,Autres,E,268.1199878
LP,Après 1948,AP,D7,D3,Autres,E,130.0124034
LP,Après 1948,MA,D7,D3,Autres,E,165.7278748
LP,Après 1948,AP,D8,D3,Autres,E,86.6769083
LP,Après 1948,MA,D8,D3,Autres,E,184.286959
LP,Après 1948,AP,D9,D3,Autres,E,93.19944116
LP,Après 1948,MA,D9,D3,Autres,E,159.3483934
LP,Après 1948,AP,D10,D3,Autres,E,49.97333375
LP,Après 1948,MA,D10,D3,Autres,E,66.89864423
LP,Après 1948,AP,D1,D4,Autres,E,250.3286462
LP,Après 1948,MA,D1,D4,Autres,E,215.3700945
LP,Après 1948,AP,D2,D4,Autres,E,163.9766876
LP,Après 1948,MA,D2,D4,Autres,E,320.9447608
LP,Après 1948,AP,D3,D4,Autres,E,187.1529012
LP,Après 1948,MA,D3,D4,Autres,E,271.9158317
LP,Après 1948,AP,D4,D4,Autres,E,182.0976087
LP,Après 1948,MA,D4,D4,Autres,E,317.5124074
LP,Après 1948,AP,D5,D4,Autres,E,201.1586699
LP,Après 1948,MA,D5,D4,Autres,E,318.423117
LP,Après 1948,AP,D6,D4,Autres,E,163.4951406
LP,Après 1948,MA,D6,D4,Autres,E,303.2111511
LP,Après 1948,AP,D7,D4,Autres,E,158.8713668
LP,Après 1948,MA,D7,D4,Autres,E,248.7827064
LP,Après 1948,AP,D8,D4,Autres,E,122.0406007
LP,Après 1948,MA,D8,D4,Autres,E,197.4074998
LP,Après 1948,AP,D9,D4,Autres,E,80.2253103
LP,Après 1948,MA,D9,D4,Autres,E,112.9224506
LP,Après 1948,AP,D10,D4,Autres,E,76.02811303
LP,Après 1948,MA,D10,D4,Autres,E,74.44522613
LP,Après 1948,AP,D1,D5,Autres,E,273.630859
LP,Après 1948,MA,D1,D5,Autres,E,248.3034631
LP,Après 1948,AP,D2,D5,Autres,E,272.1452827
LP,Après 1948,MA,D2,D5,Autres,E,344.4759448
LP,Après 1948,AP,D3,D5,Autres,E,190.9185545
LP,Après 1948,MA,D3,D5,Autres,E,342.2277014
LP,Après 1948,AP,D4,D5,Autres,E,218.3105226
LP,Après 1948,MA,D4,D5,Autres,E,369.9550204
LP,Après 1948,AP,D5,D5,Autres,E,263.5640695
LP,Après 1948,MA,D5,D5,Autres,E,433.7553632
LP,Après 1948,AP,D6,D5,Autres,E,216.1710529
LP,Après 1948,MA,D6,D5,Autres,E,346.6184516
LP,Après 1948,AP,D7,D5,Autres,E,217.2933262
LP,Après 1948,MA,D7,D5,Autres,E,317.9472866
LP,Après 1948,AP,D8,D5,Autres,E,105.6744914
LP,Après 1948,MA,D8,D5,Autres,E,271.0305773
LP,Après 1948,AP,D9,D5,Autres,E,125.2156117
LP,Après 1948,MA,D9,D5,Autres,E,185.4834043
LP,Après 1948,AP,D10,D5,Autres,E,127.8407411
LP,Après 1948,MA,D10,D5,Autres,E,77.48092043
LP,Après 1948,AP,D1,D6,Autres,E,325.8397255
LP,Après 1948,MA,D1,D6,Autres,E,322.4128788
LP,Après 1948,AP,D2,D6,Autres,E,281.5448716
LP,Après 1948,MA,D2,D6,Autres,E,395.3507752
LP,Après 1948,AP,D3,D6,Autres,E,288.3469301
LP,Après 1948,MA,D3,D6,Autres,E,376.3613579
LP,Après 1948,AP,D4,D6,Autres,E,255.4907012
LP,Après 1948,MA,D4,D6,Autres,E,485.4783275
LP,Après 1948,AP,D5,D6,Autres,E,227.5083305
LP,Après 1948,MA,D5,D6,Autres,E,393.5168213
LP,Après 1948,AP,D6,D6,Autres,E,278.8562164
LP,Après 1948,MA,D6,D6,Autres,E,444.395011
LP,Après 1948,AP,D7,D6,Autres,E,251.1638782
LP,Après 1948,MA,D7,D6,Autres,E,378.9429078
LP,Après 1948,AP,D8,D6,Autres,E,211.6451839
LP,Après 1948,MA,D8,D6,Autres,E,328.0310422
