Housing type,Occupancy status,Income class,Heating energy,Energy performance,Income class owner,Stock 2018
Single-family,Homeowners,C1,Natural gas,G,C1,44335.0104
Single-family,Homeowners,C1,Natural gas,F,C1,58251.83114
Single-family,Homeowners,C1,Natural gas,E,C1,58854.36001
Single-family,Homeowners,C1,Natural gas,D,C1,50410.6282
Single-family,Homeowners,C1,Natural gas,C,C1,15571.56734
Single-family,Homeowners,C1,Natural gas,B,C1,23808.95353
Single-family,Homeowners,C1,Natural gas,A,C1,0
Single-family,Homeowners,C2,Natural gas,G,C2,61462.79756
Single-family,Homeowners,C2,Natural gas,F,C2,81195.38073
Single-family,Homeowners,C2,Natural gas,E,C2,79920.15717
Single-family,Homeowners,C2,Natural gas,D,C2,163841.2061
Single-family,Homeowners,C2,Natural gas,C,C2,80555.15852
Single-family,Homeowners,C2,Natural gas,B,C2,0
Single-family,Homeowners,C2,Natural gas,A,C2,0
Single-family,Homeowners,C3,Natural gas,G,C3,36864.04514
Single-family,Homeowners,C3,Natural gas,F,C3,34440.47729
Single-family,Homeowners,C3,Natural gas,E,C3,309015.0737
Single-family,Homeowners,C3,Natural gas,D,C3,227115.6401
Single-family,Homeowners,C3,Natural gas,C,C3,89784.42438
Single-family,Homeowners,C3,Natural gas,B,C3,15109.65874
Single-family,Homeowners,C3,Natural gas,A,C3,0
Single-family,Homeowners,C4,Natural gas,G,C4,15503.65167
Single-family,Homeowners,C4,Natural gas,F,C4,106579.7482
Single-family,Homeowners,C4,Natural gas,E,C4,309356.7724
Single-family,Homeowners,C4,Natural gas,D,C4,392981.6754
Single-family,Homeowners,C4,Natural gas,C,C4,207450.0324
Single-family,Homeowners,C4,Natural gas,B,C4,63353.19
Single-family,Homeowners,C4,Natural gas,A,C4,0
Single-family,Homeowners,C5,Natural gas,G,C5,32826.87025
Single-family,Homeowners,C5,Natural gas,F,C5,171909.1026
Single-family,Homeowners,C5,Natural gas,E,C5,259395.3527
Single-family,Homeowners,C5,Natural gas,D,C5,405091.7564
Single-family,Homeowners,C5,Natural gas,C,C5,375169.6858
Single-family,Homeowners,C5,Natural gas,B,C5,45622.83237
Single-family,Homeowners,C5,Natural gas,A,C5,72506.94403
Single-family,Homeowners,C1,Oil fuel,G,C1,57469.50167
Single-family,Homeowners,C1,Oil fuel,F,C1,46044.81265
Single-family,Homeowners,C1,Oil fuel,E,C1,58095.1322
Single-family,Homeowners,C1,Oil fuel,D,C1,27652.09306
Single-family,Homeowners,C1,Oil fuel,C,C1,0
Single-family,Homeowners,C1,Oil fuel,B,C1,11403.04254
Single-family,Homeowners,C1,Oil fuel,A,C1,0
Single-family,Homeowners,C2,Oil fuel,G,C2,64805.06853
Single-family,Homeowners,C2,Oil fuel,F,C2,120639.2959
Single-family,Homeowners,C2,Oil fuel,E,C2,183936.5043
Single-family,Homeowners,C2,Oil fuel,D,C2,60263.93061
Single-family,Homeowners,C2,Oil fuel,C,C2,27965.83855
Single-family,Homeowners,C2,Oil fuel,B,C2,0
Single-family,Homeowners,C2,Oil fuel,A,C2,0
Single-family,Homeowners,C3,Oil fuel,G,C3,76939.2535
Single-family,Homeowners,C3,Oil fuel,F,C3,59428.3707
Single-family,Homeowners,C3,Oil fuel,E,C3,206432.0607
Single-family,Homeowners,C3,Oil fuel,D,C3,84484.88077
Single-family,Homeowners,C3,Oil fuel,C,C3,81780.80338
Single-family,Homeowners,C3,Oil fuel,B,C3,0
Single-family,Homeowners,C3,Oil fuel,A,C3,7145.507493
Single-family,Homeowners,C4,Oil fuel,G,C4,35178.47208
Single-family,Homeowners,C4,Oil fuel,F,C4,75733.39729
Single-family,Homeowners,C4,Oil fuel,E,C4,203213.2265
Single-family,Homeowners,C4,Oil fuel,D,C4,200153.1612
Single-family,Homeowners,C4,Oil fuel,C,C4,84581.73208
Single-family,Homeowners,C4,Oil fuel,B,C4,13268.16081
Single-family,Homeowners,C4,Oil fuel,A,C4,0
Single-family,Homeowners,C5,Oil fuel,G,C5,29260.85396
Single-family,Homeowners,C5,Oil fuel,F,C5,100941.8652
Single-family,Homeowners,C5,Oil fuel,E,C5,181108.2219
Single-family,Homeowners,C5,Oil fuel,D,C5,246112.6296
Single-family,Homeowners,C5,Oil fuel,C,C5,88217.35861
Single-family,Homeowners,C5,Oil fuel,B,C5,11231.70782
Single-family,Homeowners,C5,Oil fuel,A,C5,7132.245048
Single-family,Homeowners,C1,Wood fuel,G,C1,59288.18772
Single-family,Homeowners,C1,Wood fuel,F,C1,37218.01149
Single-family,Homeowners,C1,Wood fuel,E,C1,35456.81068
Single-family,Homeowners,C1,Wood fuel,D,C1,14491.39877
Single-family,Homeowners,C1,Wood fuel,C,C1,9765.937617
Single-family,Homeowners,C1,Wood fuel,B,C1,0
Single-family,Homeowners,C1,Wood fuel,A,C1,850.1080543
Single-family,Homeowners,C2,Wood fuel,G,C2,31078.74138
Single-family,Homeowners,C2,Wood fuel,F,C2,26775.52939
Single-family,Homeowners,C2,Wood fuel,E,C2,72073.31528
Single-family,Homeowners,C2,Wood fuel,D,C2,22071.64811
Single-family,Homeowners,C2,Wood fuel,C,C2,15946.53993
Single-family,Homeowners,C2,Wood fuel,B,C2,0
Single-family,Homeowners,C2,Wood fuel,A,C2,850.1080543
Single-family,Homeowners,C3,Wood fuel,G,C3,73965.37919
Single-family,Homeowners,C3,Wood fuel,F,C3,63337.04823
Single-family,Homeowners,C3,Wood fuel,E,C3,104451.9807
Single-family,Homeowners,C3,Wood fuel,D,C3,76251.44087
Single-family,Homeowners,C3,Wood fuel,C,C3,47856.39819
Single-family,Homeowners,C3,Wood fuel,B,C3,13387.86366
Single-family,Homeowners,C3,Wood fuel,A,C3,850.1080543
Single-family,Homeowners,C4,Wood fuel,G,C4,87403.9972
Single-family,Homeowners,C4,Wood fuel,F,C4,89047.34773
Single-family,Homeowners,C4,Wood fuel,E,C4,191462.9174
Single-family,Homeowners,C4,Wood fuel,D,C4,127978.986
Single-family,Homeowners,C4,Wood fuel,C,C4,64337.82985
Single-family,Homeowners,C4,Wood fuel,B,C4,27248.47007
Single-family,Homeowners,C4,Wood fuel,A,C4,850.1080543
Single-family,Homeowners,C5,Wood fuel,G,C5,23819.18048
Single-family,Homeowners,C5,Wood fuel,F,C5,15509.21627
Single-family,Homeowners,C5,Wood fuel,E,C5,59443.28431
Single-family,Homeowners,C5,Wood fuel,D,C5,97200.11409
Single-family,Homeowners,C5,Wood fuel,C,C5,32448.84404
Single-family,Homeowners,C5,Wood fuel,B,C5,0
Single-family,Homeowners,C5,Wood fuel,A,C5,850.1080543
Multi-family,Homeowners,C1,Power,G,C1,20289.82089
Multi-family,Homeowners,C1,Power,F,C1,72709.8716
Multi-family,Homeowners,C1,Power,E,C1,24044.98965
Multi-family,Homeowners,C1,Power,D,C1,0
Multi-family,Homeowners,C1,Power,C,C1,0
Multi-family,Homeowners,C1,Power,B,C1,3263.184223
Multi-family,Homeowners,C1,Power,A,C1,620.1526578
Multi-family,Homeowners,C2,Power,G,C2,75190.74661
Multi-family,Homeowners,C2,Power,F,C2,56183.48013
Multi-family,Homeowners,C2,Power,E,C2,77870.17245
Multi-family,Homeowners,C2,Power,D,C2,6953.716011
Multi-family,Homeowners,C2,Power,C,C2,0
Multi-family,Homeowners,C2,Power,B,C2,3263.184223
Multi-family,Homeowners,C2,Power,A,C2,620.1526578
Multi-family,Homeowners,C3,Power,G,C3,11759.58552
Multi-family,Homeowners,C3,Power,F,C3,32609.72337
Multi-family,Homeowners,C3,Power,E,C3,74015.27494
Multi-family,Homeowners,C3,Power,D,C3,35904.76491
Multi-family,Homeowners,C3,Power,C,C3,9855.439464
Multi-family,Homeowners,C3,Power,B,C3,3263.184223
Multi-family,Homeowners,C3,Power,A,C3,620.1526578
Multi-family,Homeowners,C4,Power,G,C4,35357.28959
Multi-family,Homeowners,C4,Power,F,C4,32187.05413
Multi-family,Homeowners,C4,Power,E,C4,96695.00763
Multi-family,Homeowners,C4,Power,D,C4,134421.9942
Multi-family,Homeowners,C4,Power,C,C4,42976.48956
Multi-family,Homeowners,C4,Power,B,C4,3263.184223
Multi-family,Homeowners,C4,Power,A,C4,620.1526578
Multi-family,Homeowners,C5,Power,G,C5,35981.113
Multi-family,Homeowners,C5,Power,F,C5,25061.70054
Multi-family,Homeowners,C5,Power,E,C5,29923.31927
Multi-family,Homeowners,C5,Power,D,C5,100616.4587
Multi-family,Homeowners,C5,Power,C,C5,49806.17335
Multi-family,Homeowners,C5,Power,B,C5,3263.184223
Multi-family,Homeowners,C5,Power,A,C5,620.1526578
Multi-family,Homeowners,C1,Natural gas,G,C1,26000.95352
Multi-family,Homeowners,C1,Natural gas,F,C1,0
Multi-family,Homeowners,C1,Natural gas,E,C1,35688.38849
Multi-family,Homeowners,C1,Natural gas,D,C1,27183.13082
Multi-family,Homeowners,C1,Natural gas,C,C1,13490.11863
Multi-family,Homeowners,C1,Natural gas,B,C1,0
Multi-family,Homeowners,C1,Natural gas,A,C1,2094.87994
Multi-family,Homeowners,C2,Natural gas,G,C2,38044.14221
Multi-family,Homeowners,C2,Natural gas,F,C2,23791.99984
Multi-family,Homeowners,C2,Natural gas,E,C2,67149.58537
Multi-family,Homeowners,C2,Natural gas,D,C2,80584.5166
Multi-family,Homeowners,C2,Natural gas,C,C2,32066.26505
Multi-family,Homeowners,C2,Natural gas,B,C2,0
Multi-family,Homeowners,C2,Natural gas,A,C2,2094.87994
Multi-family,Homeowners,C3,Natural gas,G,C3,75479.2607
Multi-family,Homeowners,C3,Natural gas,F,C3,54043.05198
Multi-family,Homeowners,C3,Natural gas,E,C3,84621.59151
Multi-family,Homeowners,C3,Natural gas,D,C3,76422.2056
Multi-family,Homeowners,C3,Natural gas,C,C3,37468.52372
Multi-family,Homeowners,C3,Natural gas,B,C3,113599.7958
Multi-family,Homeowners,C3,Natural gas,A,C3,2094.87994
Multi-family,Homeowners,C4,Natural gas,G,C4,29301.09247
Multi-family,Homeowners,C4,Natural gas,F,C4,79716.8511
Multi-family,Homeowners,C4,Natural gas,E,C4,74416.00434
Multi-family,Homeowners,C4,Natural gas,D,C4,73356.54042
Multi-family,Homeowners,C4,Natural gas,C,C4,62352.0626
Multi-family,Homeowners,C4,Natural gas,B,C4,32419.36436
Multi-family,Homeowners,C4,Natural gas,A,C4,2094.87994
Multi-family,Homeowners,C5,Natural gas,G,C5,36197.90531
Multi-family,Homeowners,C5,Natural gas,F,C5,25413.86157
Multi-family,Homeowners,C5,Natural gas,E,C5,117820.0314
Multi-family,Homeowners,C5,Natural gas,D,C5,95392.97206
Multi-family,Homeowners,C5,Natural gas,C,C5,100380.4706
Multi-family,Homeowners,C5,Natural gas,B,C5,31053.04406
Multi-family,Homeowners,C5,Natural gas,A,C5,2094.87994
Multi-family,Homeowners,C1,Oil fuel,G,C1,0
Multi-family,Homeowners,C1,Oil fuel,F,C1,10162.95854
Multi-family,Homeowners,C1,Oil fuel,E,C1,13476.80885
Multi-family,Homeowners,C1,Oil fuel,D,C1,17011.12269
Multi-family,Homeowners,C1,Oil fuel,C,C1,0
Multi-family,Homeowners,C1,Oil fuel,B,C1,0
Multi-family,Homeowners,C1,Oil fuel,A,C1,0
Multi-family,Homeowners,C2,Oil fuel,G,C2,29857.36313
Multi-family,Homeowners,C2,Oil fuel,F,C2,21007.13309
Multi-family,Homeowners,C2,Oil fuel,E,C2,0
Multi-family,Homeowners,C2,Oil fuel,D,C2,0
Multi-family,Homeowners,C2,Oil fuel,C,C2,0
Multi-family,Homeowners,C2,Oil fuel,B,C2,0
Multi-family,Homeowners,C2,Oil fuel,A,C2,0
Multi-family,Homeowners,C3,Oil fuel,G,C3,16745.01025
Multi-family,Homeowners,C3,Oil fuel,F,C3,13363.05099
Multi-family,Homeowners,C3,Oil fuel,E,C3,35619.11443
Multi-family,Homeowners,C3,Oil fuel,D,C3,7022.700881
Multi-family,Homeowners,C3,Oil fuel,C,C3,0
Multi-family,Homeowners,C3,Oil fuel,B,C3,0
Multi-family,Homeowners,C3,Oil fuel,A,C3,0
Multi-family,Homeowners,C4,Oil fuel,G,C4,9828.453458
Multi-family,Homeowners,C4,Oil fuel,F,C4,29262.93286
Multi-family,Homeowners,C4,Oil fuel,E,C4,0
Multi-family,Homeowners,C4,Oil fuel,D,C4,23157.73086
Multi-family,Homeowners,C4,Oil fuel,C,C4,0
Multi-family,Homeowners,C4,Oil fuel,B,C4,0
Multi-family,Homeowners,C4,Oil fuel,A,C4,0
Multi-family,Homeowners,C5,Oil fuel,G,C5,0
Multi-family,Homeowners,C5,Oil fuel,F,C5,47210.9049
Multi-family,Homeowners,C5,Oil fuel,E,C5,26737.02141
Multi-family,Homeowners,C5,Oil fuel,D,C5,8280.560643
Multi-family,Homeowners,C5,Oil fuel,C,C5,11023.57477
Multi-family,Homeowners,C5,Oil fuel,B,C5,0
Multi-family,Homeowners,C5,Oil fuel,A,C5,0
Multi-family,Homeowners,C1,Wood fuel,G,C1,0
Multi-family,Homeowners,C1,Wood fuel,F,C1,0
Multi-family,Homeowners,C1,Wood fuel,E,C1,0
Multi-family,Homeowners,C1,Wood fuel,D,C1,0
Multi-family,Homeowners,C1,Wood fuel,C,C1,0
Multi-family,Homeowners,C1,Wood fuel,B,C1,0
Multi-family,Homeowners,C1,Wood fuel,A,C1,0
Multi-family,Homeowners,C2,Wood fuel,G,C2,0
Multi-family,Homeowners,C2,Wood fuel,F,C2,0
Multi-family,Homeowners,C2,Wood fuel,E,C2,0
Multi-family,Homeowners,C2,Wood fuel,D,C2,0
Multi-family,Homeowners,C2,Wood fuel,C,C2,0
Multi-family,Homeowners,C2,Wood fuel,B,C2,0
Multi-family,Homeowners,C2,Wood fuel,A,C2,0
Multi-family,Homeowners,C3,Wood fuel,G,C3,0
Multi-family,Homeowners,C3,Wood fuel,F,C3,0
Multi-family,Homeowners,C3,Wood fuel,E,C3,9222.53971
Multi-family,Homeowners,C3,Wood fuel,D,C3,15514.25024
Multi-family,Homeowners,C3,Wood fuel,C,C3,0
Multi-family,Homeowners,C3,Wood fuel,B,C3,0
Multi-family,Homeowners,C3,Wood fuel,A,C3,0
Multi-family,Homeowners,C4,Wood fuel,G,C4,0
Multi-family,Homeowners,C4,Wood fuel,F,C4,0
Multi-family,Homeowners,C4,Wood fuel,E,C4,0
Multi-family,Homeowners,C4,Wood fuel,D,C4,0
Multi-family,Homeowners,C4,Wood fuel,C,C4,0
Multi-family,Homeowners,C4,Wood fuel,B,C4,0
Multi-family,Homeowners,C4,Wood fuel,A,C4,0
Multi-family,Homeowners,C5,Wood fuel,G,C5,0
Multi-family,Homeowners,C5,Wood fuel,F,C5,0
Multi-family,Homeowners,C5,Wood fuel,E,C5,0
Multi-family,Homeowners,C5,Wood fuel,D,C5,0
Multi-family,Homeowners,C5,Wood fuel,C,C5,0
Multi-family,Homeowners,C5,Wood fuel,B,C5,0
Multi-family,Homeowners,C5,Wood fuel,A,C5,0
Single-family,Social-housing,C1,Power,G,C1,0
Single-family,Social-housing,C1,Power,F,C1,18308.43068
Single-family,Social-housing,C1,Power,E,C1,0
Single-family,Social-housing,C1,Power,D,C1,0
Single-family,Social-housing,C1,Power,C,C1,0
Single-family,Social-housing,C1,Power,B,C1,0
Single-family,Social-housing,C1,Power,A,C1,0
Single-family,Social-housing,C2,Power,G,C2,0
Single-family,Social-housing,C2,Power,F,C2,29839.95202
Single-family,Social-housing,C2,Power,E,C2,52166.03751
Single-family,Social-housing,C2,Power,D,C2,11014.90503
Single-family,Social-housing,C2,Power,C,C2,0
Single-family,Social-housing,C2,Power,B,C2,0
Single-family,Social-housing,C2,Power,A,C2,0
Single-family,Social-housing,C3,Power,G,C3,0
Single-family,Social-housing,C3,Power,F,C3,9477.477407
Single-family,Social-housing,C3,Power,E,C3,12592.66614
Single-family,Social-housing,C3,Power,D,C3,0
Single-family,Social-housing,C3,Power,C,C3,0
Single-family,Social-housing,C3,Power,B,C3,0
Single-family,Social-housing,C3,Power,A,C3,0
Single-family,Social-housing,C4,Power,G,C4,0
Single-family,Social-housing,C4,Power,F,C4,15749.60237
Single-family,Social-housing,C4,Power,E,C4,50423.98281
Single-family,Social-housing,C4,Power,D,C4,0
Single-family,Social-housing,C4,Power,C,C4,0
Single-family,Social-housing,C4,Power,B,C4,0
Single-family,Social-housing,C4,Power,A,C4,0
Single-family,Social-housing,C5,Power,G,C5,0
Single-family,Social-housing,C5,Power,F,C5,0
Single-family,Social-housing,C5,Power,E,C5,0
Single-family,Social-housing,C5,Power,D,C5,0
Single-family,Social-housing,C5,Power,C,C5,0
Single-family,Social-housing,C5,Power,B,C5,0
Single-family,Social-housing,C5,Power,A,C5,0
Single-family,Social-housing,C1,Natural gas,G,C1,0
Single-family,Social-housing,C1,Natural gas,F,C1,16599.51211
Single-family,Social-housing,C1,Natural gas,E,C1,30444.20559
Single-family,Social-housing,C1,Natural gas,D,C1,19808.3741
Single-family,Social-housing,C1,Natural gas,C,C1,0
Single-family,Social-housing,C1,Natural gas,B,C1,0
Single-family,Social-housing,C1,Natural gas,A,C1,0
Single-family,Social-housing,C2,Natural gas,G,C2,36039.18979
Single-family,Social-housing,C2,Natural gas,F,C2,10078.09509
Single-family,Social-housing,C2,Natural gas,E,C2,52941.28219
Single-family,Social-housing,C2,Natural gas,D,C2,78170.10797
Single-family,Social-housing,C2,Natural gas,C,C2,10136.03638
Single-family,Social-housing,C2,Natural gas,B,C2,0
Single-family,Social-housing,C2,Natural gas,A,C2,0
Single-family,Social-housing,C3,Natural gas,G,C3,0
Single-family,Social-housing,C3,Natural gas,F,C3,13343.6004
Single-family,Social-housing,C3,Natural gas,E,C3,66100.06784
Single-family,Social-housing,C3,Natural gas,D,C3,64723.24085
Single-family,Social-housing,C3,Natural gas,C,C3,59595.34572
Single-family,Social-housing,C3,Natural gas,B,C3,0
Single-family,Social-housing,C3,Natural gas,A,C3,0
Single-family,Social-housing,C4,Natural gas,G,C4,0
Single-family,Social-housing,C4,Natural gas,F,C4,0
Single-family,Social-housing,C4,Natural gas,E,C4,13041.35725
Single-family,Social-housing,C4,Natural gas,D,C4,40439.91178
Single-family,Social-housing,C4,Natural gas,C,C4,0
Single-family,Social-housing,C4,Natural gas,B,C4,0
Single-family,Social-housing,C4,Natural gas,A,C4,0
Single-family,Social-housing,C5,Natural gas,G,C5,0
Single-family,Social-housing,C5,Natural gas,F,C5,0
Single-family,Social-housing,C5,Natural gas,E,C5,0
Single-family,Social-housing,C5,Natural gas,D,C5,10630.40397
Single-family,Social-housing,C5,Natural gas,C,C5,7756.888171
Single-family,Social-housing,C5,Natural gas,B,C5,0
Single-family,Social-housing,C5,Natural gas,A,C5,0
Single-family,Social-housing,C1,Oil fuel,G,C1,0
Single-family,Social-housing,C1,Oil fuel,F,C1,0
Single-family,Social-housing,C1,Oil fuel,E,C1,19349.69403
Single-family,Social-housing,C1,Oil fuel,D,C1,0
Single-family,Social-housing,C1,Oil fuel,C,C1,0
Single-family,Social-housing,C1,Oil fuel,B,C1,0
Single-family,Social-housing,C1,Oil fuel,A,C1,0
Single-family,Social-housing,C2,Oil fuel,G,C2,0
Single-family,Social-housing,C2,Oil fuel,F,C2,0
Single-family,Social-housing,C2,Oil fuel,E,C2,0
Single-family,Social-housing,C2,Oil fuel,D,C2,0
Single-family,Social-housing,C2,Oil fuel,C,C2,0
Single-family,Social-housing,C2,Oil fuel,B,C2,0
Single-family,Social-housing,C2,Oil fuel,A,C2,0
Single-family,Social-housing,C3,Oil fuel,G,C3,0
Single-family,Social-housing,C3,Oil fuel,F,C3,0
Single-family,Social-housing,C3,Oil fuel,E,C3,0
Single-family,Social-housing,C3,Oil fuel,D,C3,7662.271885
Single-family,Social-housing,C3,Oil fuel,C,C3,0
Single-family,Social-housing,C3,Oil fuel,B,C3,0
Single-family,Social-housing,C3,Oil fuel,A,C3,0
Single-family,Social-housing,C4,Oil fuel,G,C4,0
Single-family,Social-housing,C4,Oil fuel,F,C4,0
Single-family,Social-housing,C4,Oil fuel,E,C4,0
Single-family,Social-housing,C4,Oil fuel,D,C4,0
Single-family,Social-housing,C4,Oil fuel,C,C4,0
Single-family,Social-housing,C4,Oil fuel,B,C4,0
Single-family,Social-housing,C4,Oil fuel,A,C4,0
Single-family,Social-housing,C5,Oil fuel,G,C5,0
Single-family,Social-housing,C5,Oil fuel,F,C5,0
Single-family,Social-housing,C5,Oil fuel,E,C5,0
Single-family,Social-housing,C5,Oil fuel,D,C5,0
Single-family,Social-housing,C5,Oil fuel,C,C5,0
Single-family,Social-housing,C5,Oil fuel,B,C5,0
Single-family,Social-housing,C5,Oil fuel,A,C5,0
Single-family,Social-housing,C1,Wood fuel,G,C1,0
Single-family,Social-housing,C1,Wood fuel,F,C1,0
Single-family,Social-housing,C1,Wood fuel,E,C1,0
Single-family,Social-housing,C1,Wood fuel,D,C1,0
Single-family,Social-housing,C1,Wood fuel,C,C1,0
Single-family,Social-housing,C1,Wood fuel,B,C1,0
Single-family,Social-housing,C1,Wood fuel,A,C1,850.1080543
Single-family,Social-housing,C2,Wood fuel,G,C2,0
Single-family,Social-housing,C2,Wood fuel,F,C2,0
Single-family,Social-housing,C2,Wood fuel,E,C2,0
Single-family,Social-housing,C2,Wood fuel,D,C2,0
Single-family,Social-housing,C2,Wood fuel,C,C2,0
Single-family,Social-housing,C2,Wood fuel,B,C2,0
Single-family,Social-housing,C2,Wood fuel,A,C2,850.1080543
Single-family,Social-housing,C3,Wood fuel,G,C3,0
Single-family,Social-housing,C3,Wood fuel,F,C3,0
Single-family,Social-housing,C3,Wood fuel,E,C3,14896.51885
Single-family,Social-housing,C3,Wood fuel,D,C3,0
Single-family,Social-housing,C3,Wood fuel,C,C3,0
Single-family,Social-housing,C3,Wood fuel,B,C3,0
Single-family,Social-housing,C3,Wood fuel,A,C3,850.1080543
Single-family,Social-housing,C4,Wood fuel,G,C4,0
Single-family,Social-housing,C4,Wood fuel,F,C4,0
Single-family,Social-housing,C4,Wood fuel,E,C4,0
Single-family,Social-housing,C4,Wood fuel,D,C4,0
Single-family,Social-housing,C4,Wood fuel,C,C4,0
Single-family,Social-housing,C4,Wood fuel,B,C4,0
Single-family,Social-housing,C4,Wood fuel,A,C4,850.1080543
Single-family,Social-housing,C5,Wood fuel,G,C5,0
Single-family,Social-housing,C5,Wood fuel,F,C5,0
Single-family,Social-housing,C5,Wood fuel,E,C5,0
Single-family,Social-housing,C5,Wood fuel,D,C5,0
Single-family,Social-housing,C5,Wood fuel,C,C5,0
Single-family,Social-housing,C5,Wood fuel,B,C5,0
Single-family,Social-housing,C5,Wood fuel,A,C5,850.1080543
Multi-family,Social-housing,C1,Power,G,C1,60462.27252
Multi-family,Social-housing,C1,Power,F,C1,0
Multi-family,Social-housing,C1,Power,E,C1,57739.19023
Multi-family,Social-housing,C1,Power,D,C1,12408.49701
Multi-family,Social-housing,C1,Power,C,C1,0
Multi-family,Social-housing,C1,Power,B,C1,3263.184223
Multi-family,Social-housing,C1,Power,A,C1,620.1526578
Multi-family,Social-housing,C2,Power,G,C2,14554.24066
Multi-family,Social-housing,C2,Power,F,C2,0
Multi-family,Social-housing,C2,Power,E,C2,9315.719625
Multi-family,Social-housing,C2,Power,D,C2,31564.31084
Multi-family,Social-housing,C2,Power,C,C2,13680.93801
Multi-family,Social-housing,C2,Power,B,C2,3263.184223
Multi-family,Social-housing,C2,Power,A,C2,620.1526578
Multi-family,Social-housing,C3,Power,G,C3,39859.85277
Multi-family,Social-housing,C3,Power,F,C3,0
Multi-family,Social-housing,C3,Power,E,C3,51808.57882
Multi-family,Social-housing,C3,Power,D,C3,42890.86154
Multi-family,Social-housing,C3,Power,C,C3,0
Multi-family,Social-housing,C3,Power,B,C3,3263.184223
Multi-family,Social-housing,C3,Power,A,C3,620.1526578
Multi-family,Social-housing,C4,Power,G,C4,22884.50613
Multi-family,Social-housing,C4,Power,F,C4,23113.80786
Multi-family,Social-housing,C4,Power,E,C4,13452.21682
Multi-family,Social-housing,C4,Power,D,C4,12765.90224
Multi-family,Social-housing,C4,Power,C,C4,0
Multi-family,Social-housing,C4,Power,B,C4,3263.184223
Multi-family,Social-housing,C4,Power,A,C4,620.1526578
Multi-family,Social-housing,C5,Power,G,C5,0
Multi-family,Social-housing,C5,Power,F,C5,16157.78959
Multi-family,Social-housing,C5,Power,E,C5,0
Multi-family,Social-housing,C5,Power,D,C5,41863.94156
Multi-family,Social-housing,C5,Power,C,C5,0
Multi-family,Social-housing,C5,Power,B,C5,3263.184223
Multi-family,Social-housing,C5,Power,A,C5,620.1526578
Multi-family,Social-housing,C1,Natural gas,G,C1,146272.4176
Multi-family,Social-housing,C1,Natural gas,F,C1,49367.69836
Multi-family,Social-housing,C1,Natural gas,E,C1,125545.742
Multi-family,Social-housing,C1,Natural gas,D,C1,179368.8461
Multi-family,Social-housing,C1,Natural gas,C,C1,75022.40068
Multi-family,Social-housing,C1,Natural gas,B,C1,165113.8928
Multi-family,Social-housing,C1,Natural gas,A,C1,2094.87994
Multi-family,Social-housing,C2,Natural gas,G,C2,35419.39354
Multi-family,Social-housing,C2,Natural gas,F,C2,27189.62781
Multi-family,Social-housing,C2,Natural gas,E,C2,60020.72671
Multi-family,Social-housing,C2,Natural gas,D,C2,170672.7914
Multi-family,Social-housing,C2,Natural gas,C,C2,183477.3441
Multi-family,Social-housing,C2,Natural gas,B,C2,95307.48367
Multi-family,Social-housing,C2,Natural gas,A,C2,2094.87994
Multi-family,Social-housing,C3,Natural gas,G,C3,17891.58064
Multi-family,Social-housing,C3,Natural gas,F,C3,24313.22035
Multi-family,Social-housing,C3,Natural gas,E,C3,174897.2526
Multi-family,Social-housing,C3,Natural gas,D,C3,199571.919
Multi-family,Social-housing,C3,Natural gas,C,C3,144991.9852
Multi-family,Social-housing,C3,Natural gas,B,C3,0
Multi-family,Social-housing,C3,Natural gas,A,C3,2094.87994
Multi-family,Social-housing,C4,Natural gas,G,C4,19043.8892
Multi-family,Social-housing,C4,Natural gas,F,C4,0
Multi-family,Social-housing,C4,Natural gas,E,C4,131065.1932
Multi-family,Social-housing,C4,Natural gas,D,C4,69130.15091
Multi-family,Social-housing,C4,Natural gas,C,C4,24358.40124
Multi-family,Social-housing,C4,Natural gas,B,C4,0
Multi-family,Social-housing,C4,Natural gas,A,C4,2094.87994
Multi-family,Social-housing,C5,Natural gas,G,C5,18330.6419
Multi-family,Social-housing,C5,Natural gas,F,C5,48904.2533
Multi-family,Social-housing,C5,Natural gas,E,C5,9576.534498
Multi-family,Social-housing,C5,Natural gas,D,C5,13489.13078
Multi-family,Social-housing,C5,Natural gas,C,C5,53147.92092
Multi-family,Social-housing,C5,Natural gas,B,C5,0
Multi-family,Social-housing,C5,Natural gas,A,C5,2094.87994
Multi-family,Social-housing,C1,Oil fuel,G,C1,58457.55992
Multi-family,Social-housing,C1,Oil fuel,F,C1,33796.59792
Multi-family,Social-housing,C1,Oil fuel,E,C1,0
Multi-family,Social-housing,C1,Oil fuel,D,C1,21776.33979
Multi-family,Social-housing,C1,Oil fuel,C,C1,0
Multi-family,Social-housing,C1,Oil fuel,B,C1,0
Multi-family,Social-housing,C1,Oil fuel,A,C1,0
Multi-family,Social-housing,C2,Oil fuel,G,C2,0
Multi-family,Social-housing,C2,Oil fuel,F,C2,0
Multi-family,Social-housing,C2,Oil fuel,E,C2,21649.0883
Multi-family,Social-housing,C2,Oil fuel,D,C2,0
Multi-family,Social-housing,C2,Oil fuel,C,C2,0
Multi-family,Social-housing,C2,Oil fuel,B,C2,0
Multi-family,Social-housing,C2,Oil fuel,A,C2,0
Multi-family,Social-housing,C3,Oil fuel,G,C3,12555.44559
Multi-family,Social-housing,C3,Oil fuel,F,C3,0
Multi-family,Social-housing,C3,Oil fuel,E,C3,0
