76;136.22;200.64;270.72;350.52;441.9
0;63;130.34;203.52;286.7;381.8
0;0;70;146.02;232.32;330.88
0;0;0;79;168.56;270.72
0;0;0;0;93;198.94
0;0;0;0;0;110
